entity,entity_type,degree_centrality,degree,total_weight,eigenvector_centrality,pagerank,betweenness_centrality,closeness_centrality,time_window,network_type,momentum_delta,momentum_label
Houston Dynamo FC,club,0.416667,10,20,0.280372,0.069562,0.310611,0.6,2021_Q1,club_cooccurrence,0.044481,rising
San Jose Earthquakes,club,0.041667,1,2,0.033332,0.012499,0.0,0.363636,2021_Q1,club_cooccurrence,-0.009623,falling
Orlando City SC,club,0.208333,5,12,0.176054,0.043888,0.013889,0.5,2021_Q1,club_cooccurrence,-0.02193,falling
Sporting Kansas City,club,0.166667,4,8,0.099982,0.035739,0.086957,0.436364,2021_Q1,club_cooccurrence,0.004533,rising
Chicago Fire FC,club,0.083333,2,4,0.081571,0.017629,0.0,0.4,2021_Q1,club_cooccurrence,-0.000915,stable
New York Red Bulls,club,0.291667,7,18,0.316511,0.060529,0.075607,0.545455,2021_Q1,club_cooccurrence,0.034833,rising
Colorado Rapids,club,0.041667,1,2,0.014429,0.013762,0.0,0.307692,2021_Q1,club_cooccurrence,-0.006134,falling
Minnesota United FC,club,0.125,3,8,0.105579,0.036526,0.083333,0.436364,2021_Q1,club_cooccurrence,0.002103,rising
LA Galaxy,club,0.083333,2,6,0.127763,0.022856,0.0,0.358209,2021_Q1,club_cooccurrence,-0.005109,falling
Seattle Sounders FC,club,0.291667,7,19,0.261517,0.067648,0.111772,0.55814,2021_Q1,club_cooccurrence,0.003437,rising
Real Salt Lake,club,0.041667,1,2,0.013664,0.013594,0.0,0.307692,2021_Q1,club_cooccurrence,-0.024055,falling
Inter Miami CF,club,0.125,3,10,0.070217,0.042459,0.083333,0.4,2021_Q1,club_cooccurrence,0.001347,stable
Nashville SC,club,0.041667,1,5,0.02399,0.024046,0.0,0.289157,2021_Q1,club_cooccurrence,-0.009592,falling
Atlanta United FC,club,0.125,3,6,0.112777,0.023561,0.018237,0.421053,2021_Q1,club_cooccurrence,0.00218,rising
D.C. United,club,0.208333,5,12,0.139951,0.044795,0.048036,0.48,2021_Q1,club_cooccurrence,0.008095,rising
New York City FC,club,0.25,6,15,0.245615,0.051146,0.079558,0.470588,2021_Q1,club_cooccurrence,0.018493,rising
FC Dallas,club,0.125,3,6,0.115137,0.023426,0.020874,0.428571,2021_Q1,club_cooccurrence,-0.005402,falling
Columbus Crew,club,0.37037,10,25,0.180113,0.033443,0.035501,0.6,2021_Q2,club_cooccurrence,-0.029398,falling
Seattle Sounders FC,club,0.592593,16,60,0.418166,0.072371,0.065278,0.710526,2021_Q2,club_cooccurrence,-0.003349,falling
Orlando City SC,club,0.666667,18,55,0.289106,0.069564,0.030405,0.72973,2021_Q2,club_cooccurrence,0.019313,rising
Sporting Kansas City,club,0.37037,10,24,0.176717,0.032841,0.047629,0.6,2021_Q2,club_cooccurrence,-0.004169,falling
Atlanta United FC,club,0.444444,12,28,0.155488,0.038097,0.054396,0.627907,2021_Q2,club_cooccurrence,0.016165,rising
D.C. United,club,0.222222,6,12,0.046811,0.019966,0.020596,0.519231,2021_Q2,club_cooccurrence,-0.018016,falling
San Jose Earthquakes,club,0.259259,7,16,0.082275,0.024356,0.021332,0.54,2021_Q2,club_cooccurrence,0.006384,rising
Austin FC,club,0.444444,12,38,0.29996,0.047021,0.027956,0.627907,2021_Q2,club_cooccurrence,0.012639,rising
CF Montreal,club,0.481481,13,39,0.191468,0.052479,0.04651,0.658537,2021_Q2,club_cooccurrence,-0.019594,falling
New York City FC,club,0.37037,10,23,0.100056,0.033902,0.048413,0.586957,2021_Q2,club_cooccurrence,-0.004522,falling
Charlotte FC,club,0.111111,3,6,0.027261,0.012477,0.004274,0.473684,2021_Q2,club_cooccurrence,-0.001677,stable
New York Red Bulls,club,0.296296,8,19,0.102357,0.027337,0.013675,0.574468,2021_Q2,club_cooccurrence,-0.011297,falling
LA Galaxy,club,0.333333,9,28,0.221447,0.036052,0.020548,0.574468,2021_Q2,club_cooccurrence,0.010333,rising
FC Dallas,club,0.333333,9,24,0.134853,0.035144,0.02018,0.574468,2021_Q2,club_cooccurrence,0.011984,rising
Houston Dynamo FC,club,0.037037,1,2,0.005253,0.008369,0.0,0.364865,2021_Q2,club_cooccurrence,-0.030721,falling
Portland Timbers,club,0.259259,7,19,0.090222,0.033658,0.083835,0.5625,2021_Q2,club_cooccurrence,-0.003953,falling
Philadelphia Union,club,0.407407,11,31,0.158542,0.042008,0.064077,0.627907,2021_Q2,club_cooccurrence,-0.006597,falling
Nashville SC,club,0.444444,12,26,0.172308,0.034607,0.069748,0.613636,2021_Q2,club_cooccurrence,0.010225,rising
Vancouver Whitecaps FC,club,0.333333,9,23,0.158738,0.031132,0.017331,0.574468,2021_Q2,club_cooccurrence,-0.008051,falling
Chicago Fire FC,club,0.296296,8,18,0.099329,0.026513,0.021371,0.5625,2021_Q2,club_cooccurrence,0.006269,rising
LAFC,club,0.444444,12,47,0.368358,0.05648,0.016904,0.627907,2021_Q2,club_cooccurrence,0.019351,rising
New England Revolution,club,0.259259,7,19,0.155619,0.025999,0.00089,0.5625,2021_Q2,club_cooccurrence,-0.008502,falling
Minnesota United FC,club,0.62963,17,47,0.275847,0.060888,0.094433,0.72973,2021_Q2,club_cooccurrence,0.023919,rising
Real Salt Lake,club,0.444444,12,37,0.270786,0.046537,0.022745,0.627907,2021_Q2,club_cooccurrence,0.01569,rising
FC Cincinnati,club,0.222222,6,14,0.058196,0.022043,0.006458,0.519231,2021_Q2,club_cooccurrence,-0.004257,falling
Toronto FC,club,0.333333,9,22,0.103404,0.031315,0.024406,0.574468,2021_Q2,club_cooccurrence,-0.027958,falling
Inter Miami CF,club,0.259259,7,18,0.07777,0.026983,0.011277,0.55102,2021_Q2,club_cooccurrence,-0.013306,falling
Colorado Rapids,club,0.111111,3,10,0.046373,0.018419,0.0,0.457627,2021_Q2,club_cooccurrence,-0.000963,stable
CF Montreal,club,0.592593,16,64,0.231741,0.044883,0.052924,0.692308,2021_Q3,club_cooccurrence,-0.011036,falling
Inter Miami CF,club,0.444444,12,40,0.153058,0.029251,0.003663,0.613636,2021_Q3,club_cooccurrence,-0.003875,falling
New England Revolution,club,0.62963,17,90,0.325392,0.060047,0.001425,0.72973,2021_Q3,club_cooccurrence,0.023421,rising
Toronto FC,club,0.740741,20,110,0.37738,0.07265,0.001832,0.794118,2021_Q3,club_cooccurrence,0.026532,rising
LA Galaxy,club,0.703704,19,67,0.229187,0.046826,0.024406,0.771429,2021_Q3,club_cooccurrence,0.013373,rising
Real Salt Lake,club,0.518519,14,58,0.185463,0.04215,0.024081,0.675,2021_Q3,club_cooccurrence,0.008944,rising
Minnesota United FC,club,0.148148,4,15,0.041073,0.015396,0.0,0.54,2021_Q3,club_cooccurrence,-0.025408,falling
Portland Timbers,club,0.407407,11,29,0.080067,0.025722,0.07054,0.627907,2021_Q3,club_cooccurrence,-0.011886,falling
Sporting Kansas City,club,0.37037,10,29,0.116681,0.022774,0.017433,0.613636,2021_Q3,club_cooccurrence,-0.012034,falling
Chicago Fire FC,club,0.666667,18,67,0.23478,0.047102,0.009117,0.75,2021_Q3,club_cooccurrence,0.021533,rising
Houston Dynamo FC,club,0.259259,7,15,0.045998,0.01659,0.033578,0.574468,2021_Q3,club_cooccurrence,-0.019723,falling
Atlanta United FC,club,0.555556,15,38,0.127073,0.030792,0.098854,0.692308,2021_Q3,club_cooccurrence,-0.000199,stable
Austin FC,club,0.259259,7,15,0.044366,0.015362,0.025336,0.574468,2021_Q3,club_cooccurrence,-0.030905,falling
Nashville SC,club,0.62963,17,51,0.181975,0.037082,0.029711,0.72973,2021_Q3,club_cooccurrence,0.007227,rising
LAFC,club,0.407407,11,41,0.121078,0.031392,0.010663,0.627907,2021_Q3,club_cooccurrence,-0.01153,falling
Seattle Sounders FC,club,0.925926,25,101,0.278253,0.075178,0.083388,0.931034,2021_Q3,club_cooccurrence,0.007852,rising
Vancouver Whitecaps FC,club,0.518519,14,61,0.189547,0.044292,0.00658,0.675,2021_Q3,club_cooccurrence,0.011558,rising
Orlando City SC,club,0.703704,19,77,0.280887,0.053076,0.009429,0.771429,2021_Q3,club_cooccurrence,-0.000782,stable
Columbus Crew,club,0.666667,18,57,0.206413,0.040529,0.055617,0.75,2021_Q3,club_cooccurrence,-0.006877,falling
FC Cincinnati,club,0.407407,11,32,0.124867,0.024686,0.01784,0.627907,2021_Q3,club_cooccurrence,0.001636,stable
Philadelphia Union,club,0.62963,17,72,0.255757,0.049926,0.008642,0.72973,2021_Q3,club_cooccurrence,0.009555,rising
Colorado Rapids,club,0.481481,13,39,0.115923,0.031883,0.071754,0.658537,2021_Q3,club_cooccurrence,0.009683,rising
FC Dallas,club,0.111111,3,6,0.012905,0.010011,0.004368,0.519231,2021_Q3,club_cooccurrence,-0.017315,falling
Charlotte FC,club,0.074074,2,5,0.017378,0.008633,0.0,0.5,2021_Q3,club_cooccurrence,-0.004683,falling
San Jose Earthquakes,club,0.296296,8,27,0.094847,0.02198,0.011396,0.586957,2021_Q3,club_cooccurrence,0.001806,stable
D.C. United,club,0.62963,17,58,0.219039,0.040879,0.048202,0.72973,2021_Q3,club_cooccurrence,0.008902,rising
New York Red Bulls,club,0.481481,13,44,0.174318,0.031688,0.023504,0.658537,2021_Q3,club_cooccurrence,-0.00919,falling
New York City FC,club,0.444444,12,40,0.160257,0.029219,0.014957,0.642857,2021_Q3,club_cooccurrence,-0.015622,falling
D.C. United,club,0.407407,11,35,0.106009,0.025304,0.007624,0.627907,2021_Q4,club_cooccurrence,-0.009909,falling
LA Galaxy,club,0.666667,18,65,0.164969,0.043692,0.012064,0.75,2021_Q4,club_cooccurrence,0.008447,rising
Seattle Sounders FC,club,0.814815,22,110,0.312447,0.071717,0.020876,0.84375,2021_Q4,club_cooccurrence,-1.5e-05,stable
Houston Dynamo FC,club,0.62963,17,59,0.172239,0.04007,0.06842,0.72973,2021_Q4,club_cooccurrence,0.008563,rising
San Jose Earthquakes,club,0.296296,8,23,0.060301,0.018651,0.00793,0.5625,2021_Q4,club_cooccurrence,-0.000961,stable
CF Montreal,club,0.666667,18,62,0.173601,0.044197,0.071931,0.75,2021_Q4,club_cooccurrence,-0.011692,falling
New York City FC,club,0.703704,19,129,0.401674,0.079175,0.0,0.771429,2021_Q4,club_cooccurrence,0.041086,rising
New York Red Bulls,club,0.555556,15,52,0.144119,0.036332,0.056933,0.692308,2021_Q4,club_cooccurrence,-0.003519,falling
Orlando City SC,club,0.666667,18,65,0.16456,0.043955,0.008886,0.75,2021_Q4,club_cooccurrence,-0.011554,falling
Inter Miami CF,club,0.518519,14,46,0.154181,0.031519,0.025855,0.675,2021_Q4,club_cooccurrence,-0.001379,stable
Colorado Rapids,club,0.666667,18,81,0.259833,0.053144,0.034975,0.75,2021_Q4,club_cooccurrence,0.031789,rising
Philadelphia Union,club,0.62963,17,87,0.277511,0.055732,0.014435,0.72973,2021_Q4,club_cooccurrence,0.01569,rising
Portland Timbers,club,0.814815,22,125,0.390917,0.077982,0.029989,0.84375,2021_Q4,club_cooccurrence,0.045923,rising
FC Cincinnati,club,0.62963,17,44,0.113799,0.031712,0.067467,0.72973,2021_Q4,club_cooccurrence,0.010042,rising
Sporting Kansas City,club,0.62963,17,78,0.237337,0.05091,0.019614,0.72973,2021_Q4,club_cooccurrence,0.020459,rising
Columbus Crew,club,0.592593,16,42,0.099716,0.030076,0.045092,0.710526,2021_Q4,club_cooccurrence,-0.018794,falling
New England Revolution,club,0.814815,22,93,0.305763,0.05973,0.152055,0.84375,2021_Q4,club_cooccurrence,0.016707,rising
FC Dallas,club,0.407407,11,33,0.084497,0.024772,0.015385,0.627907,2021_Q4,club_cooccurrence,0.001912,stable
LAFC,club,0.222222,6,14,0.046441,0.013205,0.008174,0.55102,2021_Q4,club_cooccurrence,-0.030731,falling
Vancouver Whitecaps FC,club,0.074074,2,5,0.017078,0.008232,0.0,0.490909,2021_Q4,club_cooccurrence,-0.029305,falling
Atlanta United FC,club,0.407407,11,39,0.141518,0.027231,0.008405,0.627907,2021_Q4,club_cooccurrence,-0.003586,falling
Chicago Fire FC,club,0.444444,12,30,0.081674,0.022699,0.02443,0.627907,2021_Q4,club_cooccurrence,-0.007716,falling
Minnesota United FC,club,0.111111,3,11,0.046191,0.011359,0.0,0.509434,2021_Q4,club_cooccurrence,-0.026244,falling
Real Salt Lake,club,0.592593,16,65,0.220981,0.042108,0.039896,0.710526,2021_Q4,club_cooccurrence,0.008014,rising
Austin FC,club,0.185185,5,10,0.032441,0.010999,0.004036,0.519231,2021_Q4,club_cooccurrence,-0.031336,falling
Nashville SC,club,0.296296,8,25,0.06885,0.019865,0.008856,0.5625,2021_Q4,club_cooccurrence,-0.012047,falling
Charlotte FC,club,0.296296,8,18,0.063263,0.015575,0.021334,0.574468,2021_Q4,club_cooccurrence,0.00502,rising
Toronto FC,club,0.111111,3,8,0.020443,0.010058,0.004986,0.482143,2021_Q4,club_cooccurrence,-0.047368,falling
FC Dallas,club,0.928571,26,215,0.18227,0.034769,0.012125,0.933333,2022,club_cooccurrence,0.01146,rising
LA Galaxy,club,0.964286,27,346,0.286665,0.053019,0.0,0.965517,2022,club_cooccurrence,0.010829,rising
New England Revolution,club,0.892857,25,153,0.127377,0.026355,0.049515,0.903226,2022,club_cooccurrence,-0.022237,falling
Portland Timbers,club,1.0,28,239,0.190046,0.039024,0.038183,1.0,2022,club_cooccurrence,-0.006763,falling
Orlando City SC,club,0.892857,25,167,0.138734,0.028185,0.032496,0.903226,2022,club_cooccurrence,-0.027347,falling
Philadelphia Union,club,1.0,28,374,0.291607,0.058492,0.0,1.0,2022,club_cooccurrence,0.00927,rising
Real Salt Lake,club,0.892857,25,207,0.173705,0.033656,0.012125,0.903226,2022,club_cooccurrence,-0.009942,falling
Sporting Kansas City,club,0.821429,23,167,0.138982,0.028243,0.0,0.848485,2022,club_cooccurrence,-0.007265,falling
Nashville SC,club,0.964286,27,200,0.167033,0.032893,0.002381,0.965517,2022,club_cooccurrence,0.002375,rising
Seattle Sounders FC,club,0.964286,27,283,0.226057,0.044471,0.0,0.965517,2022,club_cooccurrence,-0.028618,falling
LAFC,club,0.928571,26,344,0.292724,0.052616,0.000529,0.933333,2022,club_cooccurrence,0.018924,rising
New York City FC,club,1.0,28,284,0.237934,0.044871,0.020616,1.0,2022,club_cooccurrence,-0.002561,falling
San Jose Earthquakes,club,0.821429,23,96,0.079308,0.018503,0.133185,0.848485,2022,club_cooccurrence,-0.003159,falling
Columbus Crew,club,0.928571,26,203,0.162708,0.033388,0.0,0.933333,2022,club_cooccurrence,-0.001295,stable
D.C. United,club,0.892857,25,191,0.155136,0.031615,0.028423,0.903226,2022,club_cooccurrence,0.002899,rising
Austin FC,club,0.928571,26,157,0.134222,0.026859,0.108755,0.933333,2022,club_cooccurrence,0.002398,rising
Atlanta United FC,club,0.928571,26,166,0.13507,0.028167,0.020569,0.933333,2022,club_cooccurrence,-0.003873,falling
CF Montreal,club,0.964286,27,413,0.320443,0.062768,0.0,0.965517,2022,club_cooccurrence,0.015582,rising
Inter Miami CF,club,0.892857,25,253,0.21454,0.039933,0.001323,0.903226,2022,club_cooccurrence,0.010682,rising
Toronto FC,club,0.892857,25,271,0.226672,0.042574,0.0,0.903226,2022,club_cooccurrence,0.004566,rising
Vancouver Whitecaps FC,club,0.964286,27,180,0.149014,0.030103,0.033708,0.965517,2022,club_cooccurrence,0.002218,rising
Houston Dynamo FC,club,0.821429,23,102,0.082133,0.01942,0.046788,0.848485,2022,club_cooccurrence,-0.002256,falling
Charlotte FC,club,0.928571,26,152,0.120836,0.026991,0.008818,0.933333,2022,club_cooccurrence,0.014763,rising
Colorado Rapids,club,0.928571,26,157,0.123249,0.027182,0.037396,0.933333,2022,club_cooccurrence,-0.0073,falling
New York Red Bulls,club,0.964286,27,233,0.189482,0.037581,0.0,0.965517,2022,club_cooccurrence,0.005795,rising
Chicago Fire FC,club,0.964286,27,255,0.210081,0.040953,0.005247,0.965517,2022,club_cooccurrence,0.008848,rising
FC Cincinnati,club,0.928571,26,158,0.127654,0.027159,0.065785,0.933333,2022,club_cooccurrence,0.001012,stable
Minnesota United FC,club,0.857143,24,122,0.093538,0.022785,0.060979,0.875,2022,club_cooccurrence,-0.006429,falling
St. Louis City SC,club,0.214286,6,16,0.013382,0.007427,0.061287,0.56,2022,club_cooccurrence,0.0,stable
FC Dallas,club,0.384615,10,29,0.114583,0.025457,0.008179,0.619048,2022_Q1,club_cooccurrence,0.002273,rising
LA Galaxy,club,0.769231,20,102,0.379505,0.07627,0.012821,0.8125,2022_Q1,club_cooccurrence,0.028424,rising
New England Revolution,club,0.423077,11,46,0.194405,0.036526,0.016154,0.619048,2022_Q1,club_cooccurrence,-0.012185,falling
Portland Timbers,club,0.730769,19,67,0.254524,0.052019,0.135348,0.787879,2022_Q1,club_cooccurrence,0.004443,rising
Orlando City SC,club,0.461538,12,36,0.149445,0.030405,0.018718,0.634146,2022_Q1,club_cooccurrence,-0.011334,falling
Real Salt Lake,club,0.615385,16,74,0.272381,0.057088,0.011538,0.702703,2022_Q1,club_cooccurrence,0.017783,rising
Sporting Kansas City,club,0.192308,5,11,0.037601,0.013249,0.004359,0.530612,2022_Q1,club_cooccurrence,-0.020727,falling
Philadelphia Union,club,0.538462,14,41,0.146354,0.034368,0.045469,0.684211,2022_Q1,club_cooccurrence,-0.020349,falling
Nashville SC,club,0.461538,12,43,0.141191,0.036335,0.004725,0.65,2022_Q1,club_cooccurrence,0.006388,rising
Seattle Sounders FC,club,0.653846,17,52,0.190193,0.041688,0.041722,0.722222,2022_Q1,club_cooccurrence,-0.022101,falling
LAFC,club,0.346154,9,32,0.156568,0.026716,0.015821,0.590909,2022_Q1,club_cooccurrence,-0.005688,falling
New York City FC,club,0.615385,16,72,0.298924,0.054258,0.030601,0.702703,2022_Q1,club_cooccurrence,0.00317,rising
Columbus Crew,club,0.461538,12,35,0.116761,0.030268,0.018256,0.65,2022_Q1,club_cooccurrence,-0.004396,falling
D.C. United,club,0.5,13,51,0.209177,0.042313,0.062,0.666667,2022_Q1,club_cooccurrence,0.009714,rising
Atlanta United FC,club,0.5,13,38,0.139587,0.032763,0.036777,0.666667,2022_Q1,club_cooccurrence,0.004033,rising
CF Montreal,club,0.692308,18,71,0.227157,0.055915,0.020487,0.764706,2022_Q1,club_cooccurrence,0.005299,rising
Inter Miami CF,club,0.730769,19,79,0.29424,0.060485,0.014974,0.787879,2022_Q1,club_cooccurrence,0.026917,rising
Toronto FC,club,0.884615,23,98,0.325007,0.077031,0.05244,0.896552,2022_Q1,club_cooccurrence,0.03527,rising
Vancouver Whitecaps FC,club,0.384615,10,30,0.106983,0.026627,0.026264,0.619048,2022_Q1,club_cooccurrence,-0.000915,stable
Houston Dynamo FC,club,0.230769,6,14,0.063564,0.014877,0.020989,0.541667,2022_Q1,club_cooccurrence,-0.010483,falling
Colorado Rapids,club,0.346154,9,23,0.095697,0.021007,0.007179,0.590909,2022_Q1,club_cooccurrence,-0.016396,falling
New York Red Bulls,club,0.576923,15,50,0.168824,0.044929,0.106755,0.702703,2022_Q1,club_cooccurrence,0.009729,rising
San Jose Earthquakes,club,0.038462,1,2,0.005703,0.007083,0.0,0.419355,2022_Q1,club_cooccurrence,-0.012628,falling
Chicago Fire FC,club,0.576923,15,58,0.235515,0.045015,0.003462,0.702703,2022_Q1,club_cooccurrence,0.008097,rising
FC Cincinnati,club,0.076923,2,4,0.018045,0.008302,0.0,0.5,2022_Q1,club_cooccurrence,-0.01955,falling
Minnesota United FC,club,0.538462,14,39,0.134954,0.03307,0.04493,0.684211,2022_Q1,club_cooccurrence,0.016557,rising
Charlotte FC,club,0.269231,7,15,0.055426,0.015936,0.019769,0.553191,2022_Q1,club_cooccurrence,-0.00113,stable
Inter Miami CF,club,0.333333,9,24,0.079453,0.018181,0.027635,0.6,2022_Q2,club_cooccurrence,-0.025798,falling
LA Galaxy,club,0.62963,17,58,0.180056,0.037189,0.028714,0.72973,2022_Q2,club_cooccurrence,-0.020471,falling
CF Montreal,club,0.888889,24,142,0.408427,0.082997,0.002374,0.9,2022_Q2,club_cooccurrence,0.028704,rising
Minnesota United FC,club,0.296296,8,22,0.071153,0.017373,0.000712,0.586957,2022_Q2,club_cooccurrence,-0.005032,falling
Austin FC,club,0.555556,15,45,0.141914,0.029666,0.025227,0.692308,2022_Q2,club_cooccurrence,0.010737,rising
LAFC,club,0.740741,20,94,0.279004,0.056656,0.003799,0.794118,2022_Q2,club_cooccurrence,0.02581,rising
Nashville SC,club,0.62963,17,53,0.17012,0.033917,0.044668,0.72973,2022_Q2,club_cooccurrence,0.004219,rising
Philadelphia Union,club,0.888889,24,116,0.333612,0.068805,0.026197,0.9,2022_Q2,club_cooccurrence,0.019274,rising
Seattle Sounders FC,club,0.814815,22,90,0.268858,0.054452,0.007862,0.84375,2022_Q2,club_cooccurrence,0.001827,stable
Sporting Kansas City,club,0.62963,17,63,0.190286,0.039683,0.031102,0.72973,2022_Q2,club_cooccurrence,0.008882,rising
FC Dallas,club,0.555556,15,46,0.152251,0.02998,0.024027,0.692308,2022_Q2,club_cooccurrence,0.001647,stable
Atlanta United FC,club,0.703704,19,54,0.160571,0.035059,0.084358,0.771429,2022_Q2,club_cooccurrence,0.005672,rising
Real Salt Lake,club,0.37037,10,45,0.173823,0.028863,0.003419,0.613636,2022_Q2,club_cooccurrence,-0.015421,falling
Vancouver Whitecaps FC,club,0.555556,15,55,0.166422,0.035809,0.009904,0.692308,2022_Q2,club_cooccurrence,0.014155,rising
Portland Timbers,club,0.444444,12,30,0.076053,0.022113,0.021252,0.642857,2022_Q2,club_cooccurrence,-0.034229,falling
FC Cincinnati,club,0.62963,17,51,0.158691,0.033271,0.051906,0.72973,2022_Q2,club_cooccurrence,0.01088,rising
New York Red Bulls,club,0.740741,20,70,0.212585,0.043727,0.0275,0.794118,2022_Q2,club_cooccurrence,0.004113,rising
New York City FC,club,0.518519,14,58,0.197874,0.036326,0.0,0.675,2022_Q2,club_cooccurrence,-0.023109,falling
Toronto FC,club,0.444444,12,63,0.230353,0.039162,0.001425,0.642857,2022_Q2,club_cooccurrence,-0.004059,falling
Houston Dynamo FC,club,0.592593,16,37,0.109187,0.025674,0.057367,0.710526,2022_Q2,club_cooccurrence,0.000885,stable
D.C. United,club,0.407407,11,46,0.140672,0.03045,0.001628,0.627907,2022_Q2,club_cooccurrence,-0.002627,falling
Charlotte FC,club,0.518519,14,46,0.146582,0.030226,0.028015,0.675,2022_Q2,club_cooccurrence,0.010725,rising
Chicago Fire FC,club,0.592593,16,62,0.199395,0.03887,0.002612,0.710526,2022_Q2,club_cooccurrence,0.002648,rising
Columbus Crew,club,0.703704,19,61,0.181646,0.038564,0.028144,0.771429,2022_Q2,club_cooccurrence,0.00732,rising
Orlando City SC,club,0.333333,9,21,0.068124,0.01664,0.036386,0.6,2022_Q2,club_cooccurrence,-0.017542,falling
New England Revolution,club,0.37037,10,34,0.095352,0.023888,0.008547,0.613636,2022_Q2,club_cooccurrence,-0.016982,falling
Colorado Rapids,club,0.62963,17,54,0.150967,0.035331,0.049858,0.72973,2022_Q2,club_cooccurrence,0.001553,stable
San Jose Earthquakes,club,0.333333,9,22,0.070384,0.01713,0.029996,0.6,2022_Q2,club_cooccurrence,0.002384,rising
D.C. United,club,0.555556,15,46,0.180202,0.038105,0.020499,0.692308,2022_Q3,club_cooccurrence,0.003312,rising
Philadelphia Union,club,0.444444,12,44,0.186036,0.036127,0.001994,0.642857,2022_Q3,club_cooccurrence,-0.017761,falling
CF Montreal,club,0.777778,21,81,0.311096,0.06702,0.088041,0.818182,2022_Q3,club_cooccurrence,-0.000207,stable
Colorado Rapids,club,0.555556,15,34,0.124654,0.030651,0.06802,0.692308,2022_Q3,club_cooccurrence,0.002811,rising
FC Dallas,club,0.740741,20,56,0.214849,0.046377,0.076811,0.794118,2022_Q3,club_cooccurrence,0.016308,rising
Inter Miami CF,club,0.518519,14,45,0.181221,0.036954,0.007716,0.675,2022_Q3,club_cooccurrence,-0.002579,falling
Sporting Kansas City,club,0.37037,10,33,0.157025,0.028236,0.009829,0.613636,2022_Q3,club_cooccurrence,0.001178,stable
LAFC,club,0.518519,14,47,0.19336,0.038922,0.017783,0.658537,2022_Q3,club_cooccurrence,-0.006407,falling
Nashville SC,club,0.444444,12,33,0.143592,0.028333,0.023084,0.627907,2022_Q3,club_cooccurrence,-0.006049,falling
New York Red Bulls,club,0.555556,15,46,0.197484,0.037635,0.030589,0.692308,2022_Q3,club_cooccurrence,-0.004444,falling
New York City FC,club,0.666667,18,50,0.200232,0.04064,0.02847,0.75,2022_Q3,club_cooccurrence,-0.004512,falling
Chicago Fire FC,club,0.62963,17,60,0.246036,0.047676,0.019183,0.72973,2022_Q3,club_cooccurrence,0.006063,rising
Orlando City SC,club,0.592593,16,56,0.235736,0.044747,0.006766,0.710526,2022_Q3,club_cooccurrence,0.01967,rising
Real Salt Lake,club,0.259259,7,20,0.086395,0.019435,0.004443,0.574468,2022_Q3,club_cooccurrence,-0.020434,falling
Columbus Crew,club,0.592593,16,47,0.196813,0.038258,0.013702,0.710526,2022_Q3,club_cooccurrence,0.004185,rising
Toronto FC,club,0.62963,17,56,0.226256,0.044696,0.036861,0.72973,2022_Q3,club_cooccurrence,-0.008226,falling
LA Galaxy,club,0.703704,19,76,0.313621,0.059188,0.02577,0.771429,2022_Q3,club_cooccurrence,0.003695,rising
Charlotte FC,club,0.481481,13,37,0.147023,0.031626,0.033252,0.658537,2022_Q3,club_cooccurrence,0.007242,rising
New England Revolution,club,0.407407,11,25,0.106619,0.022805,0.029206,0.627907,2022_Q3,club_cooccurrence,-0.006118,falling
FC Cincinnati,club,0.37037,10,35,0.149099,0.029547,0.005698,0.6,2022_Q3,club_cooccurrence,0.006636,rising
Seattle Sounders FC,club,0.518519,14,63,0.260167,0.049622,0.006342,0.658537,2022_Q3,club_cooccurrence,0.002752,rising
Atlanta United FC,club,0.518519,14,33,0.12643,0.028848,0.05815,0.675,2022_Q3,club_cooccurrence,-0.003148,falling
Vancouver Whitecaps FC,club,0.62963,17,51,0.21601,0.041308,0.040602,0.72973,2022_Q3,club_cooccurrence,0.010462,rising
Austin FC,club,0.259259,7,15,0.06239,0.015992,0.01123,0.5625,2022_Q3,club_cooccurrence,-0.012271,falling
Minnesota United FC,club,0.185185,5,13,0.046418,0.014814,0.00095,0.54,2022_Q3,club_cooccurrence,-0.009595,falling
Portland Timbers,club,0.592593,16,55,0.229799,0.044918,0.032835,0.710526,2022_Q3,club_cooccurrence,0.007199,rising
San Jose Earthquakes,club,0.444444,12,35,0.153067,0.030756,0.020587,0.642857,2022_Q3,club_cooccurrence,0.016517,rising
Houston Dynamo FC,club,0.037037,1,2,0.0125,0.006764,0.0,0.457627,2022_Q3,club_cooccurrence,-0.013226,falling
Inter Miami CF,club,0.642857,18,85,0.25833,0.059259,0.026245,0.736842,2022_Q4,club_cooccurrence,0.020719,rising
LA Galaxy,club,0.464286,13,82,0.323888,0.055281,0.016471,0.651163,2022_Q4,club_cooccurrence,-0.002268,falling
LAFC,club,0.857143,24,149,0.466212,0.101899,0.09174,0.875,2022_Q4,club_cooccurrence,0.061134,rising
Chicago Fire FC,club,0.464286,13,46,0.148903,0.034383,0.035126,0.651163,2022_Q4,club_cooccurrence,-0.009471,falling
Atlanta United FC,club,0.25,7,18,0.037996,0.016693,0.004924,0.56,2022_Q4,club_cooccurrence,-0.01553,falling
CF Montreal,club,0.821429,23,101,0.260692,0.074143,0.03836,0.848485,2022_Q4,club_cooccurrence,0.005499,rising
New York Red Bulls,club,0.428571,12,39,0.11921,0.029946,0.042647,0.636364,2022_Q4,club_cooccurrence,-0.012151,falling
